clip,timestamp,rat003_center_x,rat003_center_y,rat004_center_x,rat004_center_y,rat005_center_x,rat005_center_y,rat006_center_x,rat006_center_y,rat007_center_x,rat007_center_y,rat010_center_x,rat010_center_y,rat030_center_x,rat030_center_y,rat031_center_x,rat031_center_y,rat032_center_x,rat032_center_y,rat033_center_x,rat033_center_y,rat034_center_x,rat034_center_y,rat035_center_x,rat035_center_y
C1,1718890998667233224,1952,940,2026,337,1820,66,2085,293,1700,851,1292,280,752,813,181,678,870,377,428,504,1760,926,330,692
C1,1718890998767233168,1929,941,2026,337,1821,66,2085,293,1770,841,1284,273,725,805,184,678,869,379,423,517,1797,925,339,688
C1,1718890998867233064,1920,946,2027,338,1821,66,2087,292,1836,813,1280,277,701,801,194,677,868,382,423,527,1814,925,352,685
C1,1718890998967233048,1909,950,2027,338,1821,66,2088,289,1875,794,1273,277,697,814,199,675,864,386,424,534,1822,924,357,685
C1,1718890999067232992,1875,957,2028,339,1818,67,2088,288,1881,789,1257,270,696,809,216,671,839,401,423,549,1838,925,360,681
C1,1718890999167232816,1848,958,2027,339,1819,66,2086,289,1887,782,1257,268,689,797,224,671,828,404,422,558,1835,925,365,680
C1,1718890999267232848,1827,957,2027,339,1820,66,2086,289,1889,782,1252,268,686,785,223,670,828,404,417,541,1830,923,370,678
C1,1718890999367232688,1780,957,2029,340,1819,67,2088,288,1894,778,1255,271,689,771,228,671,828,405,418,552,1837,930,382,674
C1,1718890999467232728,1770,957,2029,341,1818,67,2083,288,1897,778,1253,273,696,753,229,673,828,403,451,673,1834,929,396,670
C1,1718890999567232640,1756,958,2028,341,1818,66,2082,286,1903,776,1255,272,711,725,243,676,829,403,457,672,1833,923,403,667
C1,1718890999667232624,1745,954,2028,341,1818,67,2083,286,1901,778,1257,271,722,693,253,679,829,404,465,681,1834,922,400,669
C1,1718890999767232448,1729,954,2028,341,1818,67,2083,287,1898,778,1260,271,730,674,269,686,824,404,470,693,1826,926,406,667
C1,1718890999867232368,1728,954,2028,342,1818,67,2081,287,1901,774,1258,271,737,663,283,694,814,407,477,705,1823,931,414,661
C1,1718890999967232360,1726,955,2028,342,1818,67,2081,287,1910,769,1260,271,742,642,312,699,795,411,486,729,1815,941,416,654
C1,1718891000067232248,1724,958,2027,342,1819,67,2079,287,1919,768,1257,273,745,623,328,699,778,413,497,753,1817,942,440,644
C1,1718891000167232320,1717,957,2027,341,1819,67,2079,287,1924,770,1258,272,751,605,334,701,756,413,505,768,1807,953,456,640
C1,1718891000267232168,1711,953,2027,341,1820,68,2079,286,1929,774,1258,273,756,593,337,705,743,413,508,773,1805,952,477,632
C1,1718891000367232120,1707,952,2028,343,1815,70,2079,287,1933,777,1257,273,758,567,339,707,721,415,508,779,1797,952,502,625
C1,1718891000467231984,1697,947,2027,342,1799,71,2077,287,1943,778,1253,276,755,552,341,707,698,415,509,784,1796,948,514,622
C1,1718891000567232008,1689,947,2026,342,1781,73,2075,288,1941,774,1251,278,758,551,344,707,677,414,508,786,1787,946,526,622
C1,1718891000667231936,1676,952,2017,335,1755,78,2076,288,1942,776,1251,279,759,551,349,708,655,417,507,790,1778,943,552,615
C1,1718891000767231880,1656,951,2003,327,1731,89,2077,287,1945,781,1252,280,760,544,352,708,640,416,515,807,1775,945,567,612
C1,1718891000867231744,1621,948,1974,302,1723,97,2075,288,1954,780,1253,281,763,529,355,709,625,418,521,819,1758,950,589,613
C1,1718891000967231768,1587,945,1935,283,1709,102,2073,288,1977,783,1251,284,769,519,358,711,610,417,527,834,1725,952,607,617
C1,1718891001067231624,1557,943,1909,272,1696,106,2073,288,1994,784,1249,287,777,513,356,713,593,417,530,846,1703,945,642,620
C1,1718891001167231568,1523,944,1885,257,1687,109,2072,288,2014,785,1249,288,785,501,355,715,575,420,530,859,1667,943,661,622
C1,1718891001267231472,1494,942,1852,241,1679,111,2075,290,2014,784,1248,287,781,498,356,715,565,420,533,867,1637,942,696,631
C1,1718891001367231504,1476,944,1828,225,1670,113,2076,289,2025,785,1248,289,783,496,358,717,557,421,541,876,1614,941,707,633
C1,1718891001467231328,1469,946,1803,204,1648,114,2058,306,2032,787,1250,287,783,497,357,716,551,421,546,884,1592,941,705,634
C1,1718891001567231272,1458,949,1790,194,1628,115,2049,313,2037,789,1253,286,785,494,357,716,549,418,548,893,1570,941,704,632
C1,1718891001667231208,1437,954,1775,176,1616,116,2034,324,2051,788,1253,283,788,492,352,716,551,418,547,903,1547,944,697,628
C1,1718891001767231152,1416,952,1769,171,1612,115,2026,329,2058,786,1251,282,791,489,350,721,552,418,546,908,1530,944,704,631
C1,1718891001867231208,1370,950,1765,162,1610,115,2022,333,2063,786,1249,280,799,484,349,722,549,418,548,909,1520,940,709,640
C1,1718891001967231016,1334,944,1763,150,1617,115,2019,338,2072,781,1250,282,812,476,347,723,551,418,552,907,1469,945,713,646
C1,1718891002067230944,1317,945,1759,140,1611,113,2021,340,2089,779,1250,282,825,469,344,722,550,417,552,912,1444,947,714,645
C1,1718891002167230976,1292,951,1755,135,1602,108,2012,352,2103,777,1247,282,829,467,342,724,548,416,545,923,1433,941,722,644
C1,1718891002267230856,1269,955,1757,127,1594,106,2012,364,2106,776,1249,283,826,472,343,725,549,417,535,934,1400,941,730,645
C1,1718891002367230864,1265,953,1763,123,1593,107,2010,371,2096,778,1251,282,826,473,344,726,549,416,527,940,1378,942,734,657
C1,1718891002467230744,1253,952,1764,117,1598,102,2008,374,2113,779,1250,281,825,474,345,726,546,416,517,946,1355,941,731,666
C1,1718891002567230680,1241,953,1760,116,1585,110,2008,376,2119,779,1244,279,825,475,345,727,542,415,504,948,1333,945,730,673
C1,1718891002667230632,1232,954,1758,116,1578,113,2009,380,2128,779,1241,276,825,474,346,725,538,416,496,952,1318,943,737,683
C1,1718891002767230584,1223,965,1758,117,1574,112,2010,384,2130,779,1237,275,825,474,345,725,527,419,487,952,1315,938,740,691
C1,1718891002867230560,1234,957,1758,118,1570,115,2008,387,2130,781,1240,277,825,474,343,723,522,420,480,955,1312,933,737,699
C1,1718891002967230384,1244,940,1758,119,1567,122,2004,389,2132,783,1246,279,826,474,342,720,516,417,481,958,1292,960,735,709
C1,1718891003067230344,1237,944,1760,118,1566,126,2003,389,2132,785,1246,279,827,473,340,719,509,417,485,960,1282,955,732,708
C1,1718891003167230304,1279,935,1765,116,1566,127,2004,390,2131,786,1247,280,828,472,338,721,503,416,484,960,1253,954,731,709
C1,1718891003267230264,1279,935,1764,113,1561,135,2005,391,2132,785,1250,280,828,472,336,725,497,417,483,959,1241,956,733,715
C1,1718891003367230176,1261,941,1764,112,1560,136,2006,396,2130,783,1250,280,828,473,336,726,490,414,483,958,1230,946,735,721
C1,1718891003467230160,1243,939,1764,112,1560,134,2007,392,2129,781,1250,277,827,473,333,726,486,412,483,959,1223,945,733,724
C1,1718891003567230040,1235,952,1764,112,1561,133,2009,392,2133,782,1253,278,828,473,329,727,479,407,482,959,1214,939,730,725
C1,1718891003667229936,1213,970,1763,114,1565,132,2008,392,2133,782,1254,279,828,473,327,730,469,401,482,959,1229,942,728,725
C1,1718891003767229888,1213,973,1764,116,1574,127,2009,391,2133,781,1254,281,828,473,325,732,465,399,479,959,1231,943,728,732
C1,1718891003867229872,1222,962,1764,116,1575,127,2010,384,2126,779,1253,282,828,473,325,734,459,398,473,960,1224,931,724,744
C1,1718891003967229752,1216,970,1764,117,1578,136,2009,386,2114,777,1254,284,828,473,324,737,458,397,463,965,1232,939,719,731
C1,1718891004067229680,1218,942,1764,116,1579,145,2009,384,2113,772,1253,285,829,472,325,741,455,395,447,970,1246,939,716,728
C1,1718891004167229696,1226,971,1765,114,1580,148,2010,384,2115,763,1256,281,828,472,314,747,454,395,439,966,1225,929,716,732
C1,1718891004267229592,1226,971,1765,115,1579,147,2010,384,2106,760,1250,277,827,473,299,753,455,396,422,964,1216,938,716,739
C1,1718891004367229560,1220,945,1757,105,1577,128,2010,381,2093,769,1243,272,828,472,288,755,455,396,390,958,1248,962,714,732
C1,1718891004467229520,1220,945,1760,115,1577,123,2013,383,2096,765,1244,278,829,472,286,755,454,395,311,946,1235,952,715,730
C1,1718891004567229424,1270,968,1765,120,1584,119,2013,382,2092,765,1246,281,829,472,285,756,453,395,260,926,1232,946,714,730
C1,1718891004667229384,1272,929,1766,122,1596,116,2013,381,2092,765,1246,282,829,472,285,756,455,394,236,922,1211,943,715,730
C1,1718891004767229256,1260,938,1760,132,1610,110,2013,381,2092,765,1246,282,829,472,286,756,453,391,237,921,1210,942,715,732
C1,1718891004867229272,1267,941,1769,139,1629,110,2012,381,2092,765,1245,281,829,472,286,756,454,390,238,921,1210,943,715,732
C1,1718891004967229168,1228,964,1755,137,1637,107,2011,380,2092,764,1246,281,829,472,286,756,454,388,238,921,1222,930,723,750
C1,1718891005067229072,1227,968,1754,135,1642,107,2011,380,2092,764,1245,281,829,472,286,757,451,382,238,922,1228,917,724,757
C1,1718891005167228984,1238,967,1758,137,1646,107,2011,379,2092,764,1246,281,828,472,286,759,447,378,238,921,1224,928,724,761
C1,1718891005267228976,1240,978,1757,137,1650,109,2011,379,2092,764,1245,281,829,472,287,760,442,375,237,912,1225,933,723,761
C1,1718891005367228912,1245,972,1755,137,1649,108,2011,379,2092,764,1246,281,829,472,286,763,436,372,234,921,1225,932,723,762
C1,1718891005467228880,1205,953,1754,136,1651,107,2012,378,2091,771,1246,281,828,472,286,765,431,372,234,921,1263,962,724,762
C1,1718891005567228808,1224,934,1754,138,1667,114,2012,378,2092,769,1246,281,827,472,287,765,430,372,234,920,1258,963,724,763
C1,1718891005667228656,1227,925,1749,134,1667,115,2011,379,2095,758,1250,280,830,469,288,765,430,374,239,912,1257,963,724,763
C1,1718891005767228584,1223,919,1740,149,1663,112,2011,378,2102,721,1263,273,839,459,289,766,430,375,260,924,1259,959,724,763
C1,1718891005867228544,1230,899,1738,168,1665,117,2011,378,2113,680,1289,266,852,446,290,767,430,375,281,941,1268,948,724,763
C1,1718891005967228496,1237,872,1737,196,1667,120,2011,379,2116,665,1325,255,864,435,293,768,430,375,305,953,1264,943,725,766
C1,1718891006067228440,1250,856,1739,222,1665,120,2011,378,2124,631,1368,240,868,431,301,767,431,376,332,952,1273,940,726,769
C1,1718891006167228456,1257,849,1738,259,1665,120,2012,379,2135,601,1394,226,868,428,310,759,430,376,361,949,1276,933,732,777
C1,1718891006267228304,1258,854,1730,311,1666,121,2011,380,2135,570,1414,216,867,426,314,757,430,376,384,949,1273,932,750,806
C1,1718891006367228328,1258,860,1722,334,1666,122,2011,380,2135,559,1434,207,866,421,317,758,430,377,396,948,1287,926,767,831
C1,1718891006467228152,1257,861,1710,360,1665,126,2011,380,2133,556,1448,200,868,411,320,758,431,378,403,948,1298,916,781,848
C1,1718891006567228184,1262,860,1675,410,1665,131,2012,379,2132,562,1451,196,873,395,323,756,431,377,426,947,1308,914,805,862
C1,1718891006667228104,1267,852,1639,433,1664,131,2011,380,2136,573,1452,194,878,386,325,758,430,377,432,947,1301,915,832,868
C1,1718891006767228048,1268,843,1602,449,1665,129,2011,379,2138,577,1452,191,883,371,327,759,430,378,438,949,1305,912,865,874
C1,1718891006867227944,1264,842,1568,465,1666,128,2011,380,2144,574,1455,189,885,359,329,759,430,375,444,949,1305,913,904,879
C1,1718891006967227840,1266,835,1527,492,1666,128,2011,380,2149,570,1459,187,893,342,331,758,430,373,450,949,1308,914,934,886
C1,1718891007067227872,1266,837,1490,525,1666,131,2011,380,2149,569,1461,187,909,320,331,758,430,375,448,950,1308,912,964,894
C1,1718891007167227792,1264,834,1459,546,1666,131,2011,380,2148,570,1464,182,928,299,329,756,430,377,446,950,1323,917,988,903
C1,1718891007267227728,1262,826,1434,562,1668,133,2011,379,2146,571,1478,170,938,292,328,752,431,374,437,952,1326,926,1013,913
C1,1718891007367227696,1260,824,1410,577,1668,135,2011,380,2147,571,1486,165,947,281,326,751,431,376,444,966,1324,928,1032,919
C1,1718891007467227488,1258,824,1386,586,1667,135,2010,380,2148,568,1490,166,957,275,329,742,431,378,443,971,1314,929,1052,926
C1,1718891007567227528,1255,828,1347,595,1667,135,2010,380,2148,568,1490,164,969,269,336,733,431,378,443,973,1319,922,1057,930
C1,1718891007667227408,1256,823,1316,602,1667,136,2010,380,2146,568,1489,152,980,261,348,734,431,375,442,976,1320,919,1055,932
C1,1718891007767227328,1257,826,1301,601,1667,136,2009,380,2142,573,1486,131,985,257,352,734,431,376,442,977,1285,905,1057,936
C1,1718891007867227352,1257,824,1291,600,1667,136,2010,380,2139,564,1484,113,994,246,358,734,431,377,441,976,1282,903,1067,946
C1,1718891007967227272,1256,821,1287,601,1667,136,2010,380,2120,553,1485,110,1005,235,367,737,431,376,440,973,1283,898,1070,951
C1,1718891008067227144,1255,816,1289,600,1667,136,2009,380,2105,541,1483,112,1014,228,368,741,431,376,442,967,1278,896,1070,949
C1,1718891008167227072,1252,813,1288,601,1667,137,2009,380,2104,524,1481,112,1020,227,373,732,435,373,440,960,1263,889,1072,950
C1,1718891008267226992,1248,811,1288,601,1667,137,2008,379,2107,501,1481,113,1026,225,375,720,437,372,441,954,1264,879,1072,950
C1,1718891008367227032,1247,804,1285,606,1667,138,2008,379,2103,480,1482,114,1027,224,375,711,438,373,442,954,1265,871,1073,951
C1,1718891008467226944,1246,804,1282,631,1667,138,2008,379,2099,469,1481,114,1028,223,376,702,439,374,442,953,1262,869,1074,951
C1,1718891008567226872,1242,806,1285,651,1667,139,2009,379,2095,456,1480,113,1029,222,378,699,439,373,444,951,1255,871,1075,952
C1,1718891008667226824,1239,807,1290,685,1667,140,2009,380,2092,451,1480,113,1029,222,383,696,440,373,446,948,1255,870,1076,955
C1,1718891008767226744,1240,808,1306,727,1668,140,2009,380,2091,448,1478,118,1028,223,384,695,443,372,450,942,1256,872,1074,958
C1,1718891008867226648,1245,808,1308,753,1668,140,2010,381,2091,445,1457,105,1029,222,384,693,447,371,454,936,1257,872,1073,957
C1,1718891008967226592,1245,807,1304,769,1668,140,2009,380,2090,444,1431,94,1028,223,385,690,452,370,456,930,1258,873,1077,960
C1,1718891009067226568,1244,807,1304,776,1668,141,2007,380,2090,443,1410,92,1027,224,380,679,456,369,456,928,1258,874,1075,959
C1,1718891009167226464,1244,806,1302,785,1668,141,2007,379,2087,441,1393,97,1028,224,379,674,462,367,459,921,1259,876,1074,959
C1,1718891009267226376,1244,804,1302,780,1668,141,2007,377,2077,436,1374,107,1033,221,379,669,467,364,454,916,1263,875,1072,958
C1,1718891009367226368,1244,803,1295,788,1668,141,2007,376,2070,433,1364,110,1037,216,380,667,479,363,445,904,1261,874,1073,959
C1,1718891009467226368,1242,803,1294,793,1668,141,2007,376,2070,432,1348,120,1037,212,380,665,491,359,438,882,1261,875,1074,960
C1,1718891009567226192,1242,802,1296,792,1668,142,2006,376,2070,432,1338,131,1037,211,381,666,505,355,434,872,1263,874,1076,960
C1,1718891009667226120,1243,802,1296,795,1668,142,2006,375,2070,432,1328,137,1038,211,384,666,513,351,423,865,1264,872,1076,961
C1,1718891009767226104,1243,803,1298,795,1668,143,2006,376,2071,432,1317,138,1037,211,387,665,524,348,413,860,1261,877,1075,963
C1,1718891009867226040,1243,803,1298,796,1669,144,2006,376,2076,435,1306,150,1037,212,388,665,542,353,408,860,1262,876,1075,963
C1,1718891009967225928,1245,805,1298,799,1666,139,2006,376,2077,435,1296,163,1036,213,389,667,556,355,408,861,1262,878,1075,963
C1,1718891010067225904,1245,804,1296,806,1670,141,2006,377,2076,435,1285,168,1035,216,389,665,574,356,408,859,1260,879,1075,962
C1,1718891010167225800,1245,801,1295,807,1671,143,2007,376,2074,435,1279,174,1029,221,389,663,598,356,407,859,1253,889,1074,962
C1,1718891010267225808,1244,807,1296,809,1669,145,2008,377,2073,434,1268,178,1027,223,394,654,615,355,413,865,1258,897,1073,962
C1,1718891010367225680,1243,806,1296,812,1670,149,2007,377,2073,435,1267,181,1025,226,400,640,635,353,412,863,1258,888,1074,962
C1,1718891010467225704,1245,806,1298,813,1672,153,2007,377,2067,433,1269,183,1023,226,404,631,649,344,414,861,1258,887,1075,963
C1,1718891010567225576,1244,802,1298,810,1671,149,2007,377,2066,433,1268,182,1020,209,402,636,674,335,416,858,1251,881,1074,962
C1,1718891010667225568,1243,802,1298,808,1674,154,2007,376,2065,432,1270,182,1019,193,405,632,696,332,420,859,1234,878,1073,962
C1,1718891010767225464,1243,802,1301,809,1674,156,2007,376,2064,432,1270,182,1018,185,404,632,723,326,420,858,1258,862,1072,962
C1,1718891010867225464,1242,802,1302,813,1676,160,2008,375,2070,433,1272,182,1019,172,402,628,740,325,421,854,1256,865,1072,963
C1,1718891010967225368,1241,803,1301,814,1679,169,2008,376,2067,432,1271,183,1017,169,404,617,751,326,420,849,1254,865,1075,964
C1,1718891011067225280,1242,803,1300,814,1682,177,2008,376,2063,429,1265,180,1010,170,409,612,760,324,420,846,1253,863,1070,962
C1,1718891011167225176,1242,804,1301,815,1678,180,2008,375,2057,426,1250,179,992,164,415,610,765,318,421,851,1254,865,1069,962
C1,1718891011267225232,1241,805,1301,816,1678,183,2008,375,2052,425,1246,177,964,149,427,609,775,309,422,862,1254,869,1070,962
C1,1718891011367225064,1240,805,1304,813,1678,184,2008,374,2052,421,1246,175,930,137,435,612,792,300,421,864,1258,870,1069,962
C1,1718891011467224976,1242,805,1307,812,1682,190,2007,374,2052,419,1238,170,888,131,447,615,814,289,423,872,1258,864,1070,962
C1,1718891011567224920,1242,806,1306,812,1683,197,2007,374,2051,416,1234,170,850,125,461,617,841,274,423,872,1254,862,1070,961
C1,1718891011667224856,1242,805,1302,824,1681,204,2007,374,2052,415,1221,165,821,123,478,616,859,262,419,869,1251,862,1061,956
C1,1718891011767224888,1240,802,1308,822,1678,209,2007,375,2057,415,1215,163,797,122,490,610,888,245,412,865,1257,863,1060,954
C1,1718891011867224856,1241,796,1323,810,1679,214,2007,375,2056,415,1211,160,773,120,504,610,913,237,404,864,1263,844,1061,946
C1,1718891011967224712,1241,797,1343,807,1684,221,2007,374,2053,415,1204,157,756,114,512,610,937,229,398,865,1266,822,1074,927
C1,1718891012067224688,1236,789,1344,802,1692,228,2007,373,2050,416,1195,153,746,108,523,606,955,222,393,862,1260,820,1080,913
C1,1718891012167224592,1238,790,1340,796,1695,232,2008,374,2050,416,1188,151,740,107,535,599,974,217,390,859,1275,815,1074,897
C1,1718891012267224560,1238,789,1332,755,1698,238,2007,375,2051,416,1181,153,737,105,549,593,987,218,394,861,1298,804,1082,862
C1,1718891012367224440,1233,788,1317,746,1698,246,2007,374,2052,415,1175,151,737,102,552,592,993,217,391,861,1306,772,1083,811
C1,1718891012467224488,1232,787,1332,750,1695,252,2007,374,2055,415,1168,149,739,103,554,594,996,211,379,861,1306,780,1083,767
C1,1718891012567224360,1232,784,1306,746,1693,258,2006,374,2056,415,1163,147,741,104,555,594,997,203,360,861,1301,786,1088,738
C1,1718891012667224288,1236,783,1298,747,1694,260,2007,374,2057,415,1162,145,740,103,556,594,1003,190,345,861,1330,770,1088,705
C1,1718891012767224296,1237,784,1325,737,1694,258,2007,373,2054,416,1162,143,740,104,555,594,1010,175,330,858,1286,744,1094,663
C1,1718891012867224128,1237,780,1330,748,1696,258,2008,373,2053,416,1163,145,739,104,555,595,1021,155,320,856,1296,735,1096,625
C1,1718891012967224168,1237,778,1296,732,1696,260,2008,373,2051,417,1164,146,739,105,558,592,1032,135,308,859,1284,741,1095,585
C1,1718891013067224016,1236,776,1315,752,1696,260,2008,374,2051,418,1163,145,741,106,548,601,1039,118,291,866,1277,711,1094,553
C1,1718891013167223968,1237,776,1307,754,1697,261,2008,374,2050,419,1164,145,745,108,559,583,1045,111,264,878,1274,705,1097,521
C1,1718891013267223912,1237,775,1289,726,1698,262,2008,374,2051,420,1164,146,746,107,559,572,1052,108,244,889,1257,691,1094,493
C1,1718891013367223936,1241,774,1303,744,1697,263,2007,375,2052,420,1164,146,749,108,569,560,1056,104,228,896,1278,707,1092,472
C1,1718891013467223792,1243,774,1285,719,1697,262,2008,375,2052,415,1159,146,750,108,582,542,1055,104,212,906,1290,710,1094,457
C1,1718891013567223768,1248,770,1283,712,1697,261,2009,375,2046,415,1159,144,751,111,577,537,1051,105,200,915,1289,719,1097,449
C1,1718891013667223728,1253,763,1280,709,1697,261,2008,376,2045,416,1158,143,752,110,580,501,1052,101,194,916,1291,718,1099,446
C1,1718891013767223616,1252,759,1278,707,1698,261,2010,375,2044,417,1158,144,753,112,585,483,1053,99,186,918,1292,718,1091,439
C1,1718891013867223608,1254,757,1276,704,1698,263,2006,378,2042,419,1158,144,752,112,586,481,1054,98,181,921,1289,713,1090,436
C1,1718891013967223560,1255,756,1273,701,1698,262,2001,366,2038,422,1158,142,748,109,586,472,1049,98,182,922,1288,711,1090,434
C1,1718891014067223432,1255,756,1267,696,1698,262,2006,360,2038,422,1159,143,745,107,581,457,1047,98,182,922,1287,710,1090,436
C1,1718891014167223432,1254,756,1270,697,1697,261,2005,359,2032,427,1161,144,741,100,591,429,1041,100,183,923,1291,717,1088,437
C1,1718891014267223288,1253,756,1269,697,1697,263,2002,360,2038,423,1162,146,724,89,594,431,1039,99,182,924,1288,713,1089,435
C1,1718891014367223288,1252,756,1270,699,1695,263,2000,361,2037,424,1162,148,698,83,591,424,1037,100,182,924,1289,712,1090,434
